Sensor 0,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8,Sensor 9,Sensor 10,Sensor 11,Sensor 12,Sensor 13,Sensor 14,Sensor 15,Sensor 16,Sensor 17,Sensor 18,Sensor 19,Label
-0.545785241331413,-0.6399642036871898,0.3231717435090757,0.8700559655694706,0.5896341189104259,-0.6545156631756608,0.7586259612526876,-0.9442263562937077,-0.36198132647814485,-0.73895795363429,-0.08204482878644881,0.36702566067176656,-0.6847755070116146,-0.44212705455073803,-0.7970512884048739,-0.849936871691124,0.10965066048947847,0.2754277873731865,0.7245505610468788,-0.9574378776487926,
0.29123217918312316,-0.18850827759225153,-0.26629354071783645,-0.931173165962865,0.9900355498767097,-0.7824357380767752,-0.3562530500954444,0.7778900756407199,0.864639015706542,0.5109395802533414,-0.14001813511452266,-0.14425677295084416,-0.40346310492813653,-0.029866670285732422,-0.876624094188448,0.9765214159246844,0.983822742006019,-0.09594125160152855,0.9873111506537036,0.24519236211727824,
0.6805796044125658,0.4234100867739592,0.7342037005471851,-0.023014178182768852,0.6393964841234197,-0.49554769209440663,-0.3739331383000368,-0.8425353177000376,-0.22820215866713944,-0.33004771147624257,-0.29797601902785487,-0.6752096999658046,0.6346028410396458,-0.3177183125078243,-0.3626295250294278,-0.6582346191892237,0.2903066542889754,-0.5606384866058238,-0.47755169867989267,-0.2069546407891547,
0.05553822884645121,0.1168929576986173,0.42115594055558264,0.1540561912490528,-0.10743979136411652,-0.6184011926936366,-0.9155264234673868,0.9670817942465346,-0.20513613933047115,0.5918441104381401,0.4765012486632625,-0.3733249965484129,-0.3065374906445473,0.1617073645119133,-0.7576578964437701,-0.8381970086376009,-0.6583644116360314,0.21065798083086862,0.20498903522004208,0.6630928012915023,
0.5217008395119249,0.06634963721660436,0.2858181748493786,0.08362014014750607,0.16611946597542815,0.3874462350931225,0.2059907275034436,-0.26685698296977445,-0.28862077030803324,0.5426694025375655,-0.12439748902466796,-0.17669392687774677,0.7278216457321867,0.2748741076541243,-0.4123792020011603,-0.6575797701009503,0.7267564038776346,0.28349937399841907,0.5794624801584909,-0.5246311886315349,
-0.16416576706056207,-0.20536192597945546,-0.4072331326002971,0.10669949888642982,0.19928257427818186,-0.0072045144274301975,0.11366674085280071,-0.2215332609767222,0.4771399412052324,-0.2573612579331823,0.04235069506934508,0.6156625260550563,0.3670663312266025,0.688593621603155,-0.19710180146929468,0.9810379284126227,0.5083097068157187,-0.9278288364688125,-0.21637001065710537,0.4690323432912815,
0.32488353072350473,0.6233509750762283,-0.4179632344672086,0.07255195190294939,-0.4104069250386688,0.4245791546954589,-0.5021477712104594,-0.38520765511800104,-0.3824119546060727,-0.8074121608206752,-0.19353729718162183,-0.33894041319040835,-0.8639823769583457,-0.3541115547870122,0.819735569224884,-0.7973050847340348,-0.8772322766323271,-0.16599494140298132,0.5951568484055103,0.6043817667677749,2.0
0.631119521373217,-0.3781140387199249,0.4232180285820199,-0.19090550409455576,-0.16491564729309172,-0.26144961295442015,0.45570126249985843,-0.8448574102832642,0.9890482292624079,-0.38443960355642715,0.579501341887483,0.31704021011128103,-0.9950821570416626,0.2876536829026946,-0.6849423098568241,-0.3289348745113603,0.6392006030809063,-0.6304703375153835,-0.5852358977163172,-0.5285722687607557,
-0.43342539200057173,-0.35840974312194285,0.4385075505153954,-0.3512551938993296,-0.4328407163508996,-0.3073906164888458,-0.7475047247564091,-0.13439689179769543,-0.9065594105888573,-0.39287410808244055,0.3697514633350374,-0.5332630510032415,0.42906371982025804,-0.05029163560684197,-0.4074252913736949,0.1755767040769014,-0.9948955657823808,-0.41546120428063005,-0.728289844205124,-0.9438212298795883,
-0.3999860773949897,0.6006811724323071,-0.15872210235640832,0.6514939086631788,0.5049316907093193,0.8523786064185059,-0.17623224795802228,0.7121087036392413,0.9263170729964989,0.7464704698677422,0.5748448715241419,-0.8214049838568291,-0.5750199811845165,-0.24886137283424753,-0.6620115664484671,0.873997666172813,0.5005999871532256,0.2741402853118633,0.5302742808895622,0.23358835292593505,
0.9037935063579832,-0.2776505290880862,0.21244860914046176,0.05619778796177277,0.21446371166817868,0.9323626167440331,0.4842251004821534,-0.27363185908043763,-0.8555964977222146,0.1856784463879858,0.366053543128843,0.006381118841588984,-0.7596717126491455,-0.1430914676666521,-0.754644674429173,0.4048271781243997,-0.05573343155915467,0.6728094606195183,-0.4685775553406868,-0.9873718454990703,
